Episode,Reward,Avg_Delay,Total_Energy
0,-555.0968896340944,1.9219048973352384,341.4318214403556
1,-619.7316994331876,2.2572910674212507,336.546972012316
2,-556.6980465306699,1.9295900888043642,341.56005658591954
3,-665.0289191963037,2.4900730656864485,334.028611049913
4,-652.1430267958882,2.4237740305829676,334.776442121529
5,-661.6481409212562,2.4720387877168726,334.48076603097184
6,-636.9061297630902,2.3434877876115388,336.4171449774765
7,-588.0652574115365,2.0908014315623173,339.8099421981463
8,-632.7984680519336,2.3205080629930137,337.3937102581625
9,-650.3040548024375,2.412870008701127,335.4601063914531
10,-644.8322614153566,2.384502968318076,335.8633346261024
11,-644.6178523365297,2.3837702583764027,335.7276009791757
12,-665.8116876510793,2.4932884104691695,334.3080116104019
13,-659.1759696864884,2.4594509008841463,334.57157989669946
14,-658.1794776892787,2.455665009689931,334.092950625205
15,-597.8257742325209,2.141836095620146,338.91711048401345
16,-695.1949523527705,2.64640314685744,331.8286479843549
17,-665.0876901646288,2.4912122179647302,333.6904931433663
18,-658.4089554412934,2.4554812711980074,334.62540110638554
19,-628.9054422759533,2.3048359088715076,335.87652138477284
20,-618.8400103073279,2.2521215770858394,336.8313887884991
21,-595.9427301398215,2.133958947305433,338.30188162449826
22,-669.526948892532,2.514514642715436,333.24804069888967
23,-561.7435476185151,1.9586741726497445,340.01742613898574
24,-640.8971173657936,2.367077784208012,334.96312013285564
25,-554.2008619276556,1.9188569807180154,340.8589296226103
26,-595.2547370374795,2.1352462024648027,336.41099286015526
27,-605.5101111176577,2.18722041518317,336.1320555135486
28,-607.0832022633102,2.192365569170968,337.220176247882
29,-595.3472103438636,2.1319009140591954,337.9340544536976
30,-627.0095687279822,2.291572352827836,337.3901967063008
31,-561.1378659492269,1.9535021260926557,340.87488134695144
32,-648.3101608648922,2.4056241267403378,334.37067030885765
33,-583.1020255735901,2.070277470276182,338.0930629222661
34,-673.5513349100025,2.537609853578282,332.05872903719006
35,-587.0437284507847,2.0911819577379025,337.61467376826226
36,-666.1962949735007,2.4988361950334976,332.85811166657317
37,-640.9169943280993,2.366122309475973,335.3850658576316
38,-610.8478530290663,2.2120644869580235,336.8699125719202
39,-655.6053268635969,2.4390798052185816,335.57873297490494
40,-679.3393129451614,2.5584750878231044,335.28859076108165
41,-659.6289578197363,2.45895928829473,335.67419940605316
42,-627.6747616623237,2.2919572348175676,338.5666284439452
43,-592.8893387418967,2.1150153883205585,339.7725227277751
44,-622.4125167823552,2.265101560139196,338.7844099667947
45,-660.5816141101753,2.4751631378520687,331.09797170623193
46,-632.0318962204667,2.313446618796827,338.68514324373615
47,-631.6745323993565,2.307881925115993,340.19629326458465
48,-595.7115463480668,2.1271273044902914,340.57217124334034
49,-590.3622450568072,2.10123440237156,340.2307288598147
50,-640.0352441545513,2.3608126807142136,335.7454154130652
51,-539.947908245896,1.8395126791997367,344.09074500263205
52,-638.3500785358499,2.3557064010048383,334.41759712752685
53,-668.5520655851199,2.504140840774483,335.44779535635644
54,-618.6129260154358,2.2508168420412336,336.8991141844092
55,-595.6496600665306,2.1315798785526208,338.6673681779549
56,-667.6676315713974,2.507052083678519,332.514428450683
57,-618.2088768221141,2.253271547599705,335.10913475693417
58,-622.5801380397683,2.272781267485114,336.0477676740527
59,-648.7859429976627,2.416842779650298,330.8347734867062
60,-649.2921201679463,2.4195634566496715,330.7588564934673
61,-662.9591295647624,2.4921452058228093,329.0601771055764
62,-598.671605016423,2.160332084457961,333.21037678371846
63,-612.1965883741921,2.219451670036349,336.6125088101397
64,-569.8364123329311,2.0121113597131837,334.82828154352785
65,-659.3838520967811,2.4676377122678916,331.71261810384954
66,-687.5781880478364,2.6153992763309555,328.99666388482314
67,-605.8705275624006,2.187510895383335,336.73669624667525
68,-598.4070275917611,2.1500764483814225,336.78347621242284
69,-626.4444256350138,2.2894047892471603,337.1269356093099
70,-641.4521628498895,2.371981533427935,334.11171152751746
71,-607.9074768714244,2.2048106295879695,333.89070202210155
72,-641.5078934234446,2.378428481239819,331.64439335914045
73,-582.2174392913054,2.072802867620475,335.3137314199789
74,-624.0676628242429,2.2858587550495066,333.79182202651054
75,-621.5899710450926,2.263045142682117,337.9618850554853
76,-590.9531996747637,2.1103279350909454,337.7752248935319
77,-687.9033843847203,2.6167710276939933,329.09835856922405
78,-602.4633124116016,2.1728420938734043,335.78978689237186
79,-591.3759334649571,2.1162713153764487,336.24334165671496
80,-639.5115151503974,2.3598901428896175,335.0669732593893
81,-627.7713737245268,2.3009820510662635,335.1499274040178
82,-634.3771751793079,2.3305681000447387,336.5271098829562
83,-656.5988572427094,2.4513920558811777,332.6408912555673
84,-515.8666070857187,1.7215825285194364,343.1002018099875
85,-629.5832491074987,2.311160862640433,334.70215144221146
86,-620.248173230989,2.2658089945166724,334.17274953268975
87,-625.6662599725861,2.289729115448456,335.44087311729
88,-580.4980879923793,2.055776045596326,338.6857577843737
89,-642.1762426890497,2.3759133456128136,333.9871480485004
90,-602.9324647237825,2.1705548201874505,337.6430017540536
91,-611.0482102195684,2.2131648518517055,336.8304780199885
92,-642.7337607493942,2.3764008700858588,334.90717380776584
93,-627.823593816567,2.302395667417601,334.68892001759457
94,-594.0292548280484,2.1219321199175467,339.2856614983442
95,-599.6718632521341,2.15173925785332,338.6480245073495
96,-598.3819376551555,2.149966024396235,336.77746608587324
97,-596.675401686585,2.1380536322032198,338.1293512548216
98,-630.380976558772,2.3128676612771026,335.61488925520206
99,-604.1705146561224,2.1818418330438023,335.60429563695914
100,-685.795296667827,2.6016653669484184,330.92444667072664
101,-656.306112932151,2.4514927688590205,332.01511698554924
102,-610.7551402647408,2.2174299756130917,334.53829039868566
103,-608.729558385918,2.208226162651043,334.168652741386
104,-601.9528925233196,2.1666877397348587,337.2306899919295
105,-625.3180128346287,2.286001620000569,336.23537850826267
106,-562.4114113273365,1.9717008726045473,336.1424736891476
107,-588.4444144957685,2.095783838021174,338.575293668626
108,-660.1387357990993,2.471914805140877,331.51154736747105
109,-675.2584565259499,2.5450455412132373,332.4986946211082
110,-653.184293966006,2.430616056899537,334.1221656299601
111,-599.6561990237183,2.1595813778232253,335.4798464603821
112,-643.4681852644818,2.3795513413614007,335.11583428957863
113,-620.8628268474866,2.2649419771867914,335.7488628202556
114,-601.373809208603,2.1642514421020733,337.0470428733739
115,-591.5789094564722,2.113133251681381,337.9045185455669
116,-610.3977124709173,2.2043973355236197,339.03649218197046
117,-614.2943586808263,2.229919151876242,336.6210569926264
118,-636.1222006327015,2.3413588818229814,335.7008489176795
119,-599.6285045159686,2.154212619975213,337.57196069852967
120,-614.375918979817,2.2282500752496417,337.45180782163135
121,-637.3693624828986,2.353845321242081,333.2005972700513
122,-638.9646596522185,2.3575808020214466,334.89699902991657
123,-648.7911932545618,2.4073776420277566,334.63133255904313
124,-706.0058326173553,2.7069978117737903,329.212541478869
125,-616.9056760833005,2.248252603165262,334.5103095272041
126,-644.488860193087,2.381571131201407,336.34926931704814
127,-577.3184544033332,2.0361378952405995,340.1817514352193
128,-633.0130150621505,2.325753212425943,335.72474477245373
129,-662.9213774284318,2.482208744888808,332.9592570157805
130,-599.4318721119648,2.1510128303311244,338.45861273997934
131,-600.4660584057854,2.160458089516803,336.7488809667031
132,-601.0254272856596,2.158414136435822,338.68519816593687
133,-665.230741255908,2.49796304805221,331.27626447348825
134,-583.4341038358588,2.0687090855722374,339.3845736717053
135,-564.0754947025885,1.9770625153291703,337.32598270130495
136,-579.5412876816624,2.0474979254514545,340.0834056786543
137,-616.6556909238473,2.2464185571136754,334.7439588877832
138,-568.8444115495547,1.9964428589979641,339.11167908030734
139,-568.6218674472126,1.9916535896687855,340.582298950617
140,-616.714612872872,2.2384499120195094,338.0492616245862
141,-520.6299239079696,1.7386365721058235,345.80521878287493
142,-608.8510782991268,2.207446652647271,334.72349546305065
143,-569.5353714767808,1.9981944148675421,339.79297578584243
144,-577.6346376601581,2.0409939711504737,338.8716875086256
145,-588.7311410772792,2.0985901905814353,338.0262041290764
146,-597.3330341330344,2.142461955781231,337.6812861443122
147,-589.0540255850711,2.1008334350310105,337.7746771195907
148,-592.3861167147091,2.1121323042959976,339.9193115202844
149,-565.4709082365933,1.9778622918941215,339.79690253841346
150,-596.4685122191901,2.1431380964361866,335.6817839565561
151,-563.2124470893632,1.964389478357456,340.6691034842433
152,-566.4163148655028,1.9830442669577182,339.61492310050613
153,-690.7013083983481,2.623894053939218,331.84499491583273
154,-606.468632795417,2.1955501465392486,334.717206936987
155,-598.3626662825353,2.146535993425672,338.1109358433008
156,-604.79103623051,2.1805558960802087,337.3597137237606
157,-625.123850102778,2.291765858143427,333.54135664300816
158,-595.6045293221291,2.130079280996805,339.17734620738963
159,-669.4658313352671,2.519760506043861,331.02746010040215
160,-661.4213331266963,2.4801436561794468,330.78520381976085
161,-521.7745781325599,1.754155967355287,341.8867691704171
162,-573.1984878357005,2.012002139650381,341.59611889572227
163,-643.8475088849247,2.3835599937789653,334.2710210593496
164,-600.9857218676995,2.154194774611769,340.29353316589896
165,-614.0095937146431,2.231502355118255,335.41824572530766
166,-615.2441041621252,2.225161988159985,340.4234136324618
167,-623.7915051593772,2.274718176175037,337.69573931468227
168,-568.5477224273045,1.993423219487041,339.72615652573614
169,-598.5028614592114,2.140263016693369,340.9005170421611
170,-578.0585233809294,2.0419306146897043,339.34480107671203
171,-589.3725929904703,2.100452093952302,338.56434836187213
172,-637.6408619889853,2.353948530538663,333.7023108088303
173,-634.4042552107051,2.3344190112306493,335.04090596729657
174,-599.8372951756317,2.161925220661207,334.90450204863265
175,-650.3204507190823,2.4187696003723116,333.13306136553433
176,-578.8704124493706,2.050292297541148,337.62390679780924
177,-591.1244906665859,2.111355143820439,337.70692422461207
178,-615.1697264858785,2.230324494173743,338.20965564558173
179,-568.1482801147847,1.9911582479879673,339.83326122511795
180,-593.043978734511,2.1216715467288823,337.4193377856486
181,-607.426526001432,2.190284181851651,338.7393796055266
182,-569.1185489329157,1.9933878995988585,340.88193821702276
183,-648.9011007511967,2.4081833119480103,334.5288761891307
184,-651.3200258484112,2.4260470174059865,332.2212453066331
185,-569.375719976226,2.004943049239423,336.774221439239
186,-613.249256760515,2.2282468505054225,335.1997727848035
187,-681.0062103837188,2.5843079996132774,328.28922027362773
188,-614.0390720789926,2.2338523099505796,334.5372192240782
189,-634.1023930673076,2.329411607614978,336.44014289788885
190,-556.0890594562829,1.9233740919784756,342.82848231191093
191,-658.8254635923577,2.45981293985583,333.7257507464724
192,-581.9511494941279,2.0575990658483057,340.8626744799874
193,-579.565928295032,2.0538987870307928,337.5723420447759
194,-592.934121668832,2.119389327847491,338.11251185534405
195,-561.829188233973,1.9584531449597398,340.27711798814
196,-603.8525712509011,2.1811075726103253,335.26211357211287
197,-554.1197073896252,1.9165382585318695,341.6241106035632
198,-625.4246786424127,2.287105493312542,336.0071600742502
199,-603.1292394188002,2.167144506468535,339.40067522021707
200,-595.6546744888302,2.1300988140282957,339.2698213064053
201,-603.4598131336438,2.175276513561864,336.80902088068905
202,-615.9162228049215,2.235467923912064,337.6452757779895
203,-640.9910312231299,2.359994697167176,337.9841841897415
204,-635.7144397754998,2.3368542564741874,336.68717711391287
205,-577.637649649244,2.042830613033951,338.1430533982629
206,-643.3468096167242,2.3757596304672197,336.38976761876387
207,-596.1490217514616,2.134115636892857,338.6517888983675
208,-666.943278649301,2.5078157365231903,330.76026299450115
209,-654.3713795605843,2.4342130324495583,335.0575453784047
210,-589.8428833022829,2.1001945583132096,339.6079433555746
211,-605.3131617521116,2.1862588225914084,336.12279301807547
212,-595.3088468201479,2.136730490297018,335.9254975977831
213,-594.2211146590621,2.1211375106119457,339.98722495890536
214,-600.9652283198695,2.155035328518945,339.9163250032797
215,-612.1924656905803,2.222633452624868,335.3315506745358
216,-564.8471812962207,1.975111410798918,339.6497985399027
217,-596.7894339731986,2.137266979264072,338.6720765840912
218,-608.2740436495529,2.1988800107239235,336.99608213215527
219,-638.5289876274634,2.358224880225068,333.76802511039466
220,-584.3978479156972,2.071524074040154,340.1860661390394
221,-653.8469884767429,2.435900951950963,333.333595524601
222,-604.8279139130336,2.1846489483196336,335.7962481548906
223,-605.1448034536031,2.177392761773912,339.332501358409
224,-585.1225573660125,2.0791401934730773,338.5890384872035
225,-593.4572243377085,2.1225734787401493,337.88505744638576
226,-587.0768272411785,2.084055340285407,340.5315181393116
227,-626.3642199344365,2.2897485446009043,336.8290226007164
228,-580.880951170416,2.0610346796640866,337.348030780374
229,-559.4345799945802,1.951592702324702,338.2320794788962
230,-552.8862989705372,1.9121377832235325,340.9174852620119
231,-568.694062315244,1.9940831562445758,339.7548616748946
232,-631.2488547916464,2.3205590249322863,334.27410060219887
233,-584.3289338706674,2.0749686134339616,338.67042175739846
234,-561.6331858938145,1.9593561748280786,339.5239021997204
235,-604.7384278568262,2.179047463870687,337.8578699746423
236,-614.7111719660829,2.229374924927078,337.6723740376294
237,-594.2503178774895,2.1254870950767666,338.30579707577425
238,-548.3018170788666,1.8879024492276744,341.4426539707528
239,-539.0539845235902,1.8423149050275223,341.1820072269066
240,-661.811105404137,2.474054344945424,334.00047183828326
241,-631.9145848631168,2.319760722177065,335.9248818472292
242,-588.692155245523,2.09607811968271,338.9530618550216
243,-615.1288846041547,2.229332096127207,338.5249323977455
244,-622.1152441032627,2.271472233885158,335.6415959494599
245,-592.2477130577927,2.112579079435449,339.46379514249224
246,-622.5958153885318,2.2759710183529016,334.8032230925806
247,-607.6803161919595,2.1918949362476052,338.60265834264
248,-570.7539412828754,2.0085207350963623,338.0995873446487
249,-635.4272815803835,2.3360536975844646,336.433082791837
250,-600.1851323674942,2.1583250840828705,337.0402317884846
251,-621.8544967225935,2.272326526740601,334.7783840840898
252,-646.3146062877362,2.3972264120667397,333.7386480920984
253,-614.2399739722096,2.2322902968111173,335.5638288003556
254,-587.9126415581175,2.0909274806446776,339.45429093465776
255,-643.697510818313,2.38698465769003,332.60115917096476
256,-620.2738438574157,2.25423816847792,338.8524199040473
257,-597.5545289406284,2.1467554203967683,336.40689021846
258,-601.7598112796389,2.1680563328760076,336.2970911254894
259,-602.2094386931217,2.1656366050614424,338.16423532352036
260,-599.634471697481,2.1463097280214853,340.7450538266874
261,-621.1862179215658,2.267939483484312,335.19664069464517
262,-613.5033737445999,2.2201091700588518,338.96307908418936
263,-571.3685632936176,2.007761574093424,339.63249653024945
264,-644.9811912427297,2.3877762316985334,334.85188938642904
265,-615.9890342908244,2.239888651915355,336.0226067092454
266,-641.2080335537448,2.3667337923648195,335.7225486738295
267,-618.8765993199543,2.252868953399399,336.60561735644114
268,-612.2872064292737,2.2163245348648424,338.0445969671141
269,-629.6616903454687,2.3092171410235425,335.63652546407656
270,-619.1992855167393,2.253927625764136,336.82751889677036
271,-621.3231467721222,2.264130664421896,336.99402750845644
272,-618.8622104650927,2.25106424575336,337.298723811398
273,-616.6792330961216,2.2430242918405217,336.14874945603367
274,-642.0945382780886,2.36969392428286,336.3115069574749
275,-589.4888792732572,2.1011068367535035,338.53502411214174
276,-630.1576394698197,2.312144184618887,335.45760520652556
277,-585.4180513655957,2.0799501248371177,338.85605519960313
278,-627.5844903322577,2.2982819115704705,335.8562166466793
279,-636.8859539165704,2.342586315692475,336.73738277685464
280,-651.073818801196,2.416266346218964,335.6411015180645
281,-592.2626835913347,2.1179648116833865,337.33944216599224
282,-578.9076676697106,2.0434127955423045,340.4502172750869
283,-618.4089766589746,2.257828323704942,333.68662452261793
284,-612.9717048517135,2.22664935896189,335.28366451649833
285,-581.0483518742735,2.055084640695904,340.06284769906677
286,-641.803890340527,2.3773017460979577,332.6870839203381
287,-625.8416812100306,2.286560530462802,337.05914962458917
288,-597.0659481112411,2.138835270003428,338.59778967069747
289,-617.107088792636,2.246864640217488,335.4683215364236
290,-627.0876741956184,2.293695758385683,336.6970456854612
291,-609.3553508584905,2.201952700142272,337.92962207968844
292,-642.1407630270528,2.370933840650631,335.9079904804985
293,-561.829837937437,1.9561934870746227,341.1822806254077
294,-566.7672928779527,1.9828512602589723,340.39408283487325
295,-604.742648356528,2.1764727263636403,338.8962065109223
296,-605.8482100967204,2.1829296546690493,338.52455809693936
297,-618.568828071223,2.2493968482548543,337.37891821379554
298,-623.1549912004339,2.2753689362265574,336.16240726174664
299,-618.6745386448307,2.2515490610410707,336.7294524917627
300,-648.588830703117,2.404972486867705,335.18866578177114
301,-645.5855599313425,2.3936470493118813,333.7122996801692
302,-577.8894896130586,2.0386210021769218,340.3305778594375
303,-575.0590104660416,2.02663341900279,339.46465298764423
304,-644.19880702358,2.384212949320502,334.71243397563734
305,-553.0813672281802,1.907775418989912,343.0525665552203
306,-616.3025962247209,2.2395709620636755,336.7768066702983
307,-635.5442931167244,2.3374978528317416,336.0894448718707
308,-600.4093208854736,2.15849059933504,337.42240104510927
309,-568.0687058951845,1.9885110490109301,340.73299115603
310,-504.11394023050576,1.6574415272181198,345.25126984079213
311,-563.9001812968946,1.9642899065723503,342.0844027495784
312,-554.3984250489352,1.9174034054754683,341.8354884035935
313,-639.6907861974236,2.3600271040911065,335.370731483196
314,-626.0203683171273,2.2875285741627214,337.0293073887822
315,-628.1202783557179,2.2998027625167676,336.31945239137445
316,-598.2546450078313,2.1435054920464913,339.1070921670981
317,-617.3721376102029,2.2396160158240606,338.8978683948715
318,-605.9337074431827,2.1860213312788352,337.4588838625634
319,-620.2393341491162,2.2542720812698156,338.7698364006579
320,-617.8288763804578,2.2474734955916937,336.6683529220663
321,-579.6950407419338,2.044964865863421,341.40413536738123
322,-630.3767209872358,2.3072003321738745,337.87330784607127
323,-593.0425891801755,2.1224547110941376,337.1032945330481
324,-582.071674984738,2.0599203543868865,340.1752081765746
325,-612.254021649698,2.215533458822786,338.2946599991628
326,-565.4800880755961,1.9704462184921239,342.7816887161952
327,-607.6159148885181,2.1891097214903095,339.58794053241326
328,-607.9269500359599,2.1948265710406045,337.92327058756325
329,-619.1746779611036,2.2652156913390495,332.2630775936795
330,-590.4608429616055,2.1029435382968984,339.7442726262414
331,-636.9342026385383,2.3482557657985095,334.566098194734
332,-612.7668219558824,2.2221566575070555,336.6709799171217
333,-575.7058524265223,2.0287776765095242,339.9006342492344
