Episode,Reward,Avg_Delay,Throughput,Dropped,Energy
0,-75956.97401653898,103.8672032567628,1031657317.3247582,7316,372.194366570003
1,-75900.31852656887,256.54855984581167,1036038786.0100764,7311,371.73336281427277
2,-75995.57507249291,75.81131421883998,1014506093.9170558,7318,372.38956260282436
3,-77863.1855972625,597.6916309990942,776116694.2376151,7482,373.7483752767576
4,-71210.68895595877,45.49753767486529,1672367080.3640823,6902,369.215342211889
5,-73570.0085032025,43.48803045081701,1352017051.6543462,7108,370.19365059768614
6,-76887.12933916498,202.81436614613867,874118297.0231413,7393,373.35408913164906
7,-76114.73641930503,144.88889090006444,982575540.1633396,7327,372.12641591376916
8,-75256.47601241156,246.1060677736182,1098526145.5377843,7252,371.6911921230513
9,-79983.1986710222,983.2671141074919,492953660.04697967,7669,373.60671077381033
10,-76134.06900080481,324.7339183616927,977040560.7773503,7328,372.5466321484504
11,-78777.38424180928,447.17299181125856,645364393.2920816,7562,373.5323109938297
12,-73446.24543044838,162.80048919239644,1348779358.1901925,7095,370.5122626113479
13,-75287.98938361814,99.86144986443816,1103585070.7232137,7256,371.3480628148401
14,-72071.85901146181,25.19686179810461,1560420260.8376517,6977,370.22522393925215
15,-76276.60596379443,75.35355264857974,980348508.591297,7345,370.5168792677095
16,-72534.4479144102,142.55198367245487,1484404070.237988,7016,370.43212383183504
17,-73913.45659441812,47.778750082213456,1282821087.6133888,7135,371.02246676855265
18,-64952.059626498936,13.90164218079647,2584493598.252007,6363,365.22610865526457
19,-76607.8878686694,293.14955330185245,958451035.6623863,7374,372.6907821218413
20,-75903.07884797626,96.91798893772808,1021225372.9642112,7309,372.53871473313274
21,-74536.47875981622,82.94545589994645,1224130921.789644,7192,371.326461977764
22,-72243.58320354267,62.57807299160757,1508714310.865798,6989,370.41308111885775
23,-76900.57364176847,247.37581757895504,909823619.9275368,7400,371.7298745250861
24,-74105.45409312,51.148316652150704,1277881563.4173114,7154,371.0525649367996
25,-74119.19023230528,82.62096153635498,1302571783.628584,7159,370.11036593462364
26,-78068.34736330442,151.8942750517994,714437888.8464137,7496,374.2308820708921
27,-73441.36924589987,50.23265424649452,1379346333.2765307,7098,370.148943543253
28,-73787.59265671694,65.36982601034926,1294716830.7946298,7124,370.44678463931274
29,-66112.91497171557,29.11018289780084,2429465791.378704,6464,366.32833547329113
30,-71682.72305607551,92.9166273959232,1611789349.2675166,6943,369.84221681921025
31,-76873.35452342631,225.25590964959886,905859272.5839224,7395,373.36662310729383
32,-76318.74218529985,217.5582685934757,1016413817.7371942,7351,372.288345312062
33,-75197.60271165676,207.83068560588336,1150840126.298064,7252,371.0899171000441
34,-73602.07264032966,32.038484624065944,1380350445.9257164,7114,370.43809952100383
35,-74778.85159353129,170.30532932986725,1214314930.440027,7216,371.2569706244571
36,-70322.46257886128,115.45675368139388,1779396151.4940438,6823,368.9122851798168
37,-74631.81681904978,227.75419758351288,1213077961.5354424,7201,371.1692053119831
38,-69671.3114064791,59.04146490277244,1837852821.5166755,6763,368.62269905565995
39,-66311.71595672285,30.300396420338096,2348653846.428824,6478,364.60197894147063
40,-78852.10381142396,986.082917405036,631124659.2442375,7567,374.5137166125589
41,-75265.77370800753,129.72851884508634,1076478856.9661252,7249,373.2490152054295
42,-68616.45222970723,9.595408423486177,2025915392.0077457,6675,368.62504247310017
43,-72086.1912651789,133.98083994316175,1505575876.5255404,6973,370.05585671070907
44,-68857.79803115713,20.975771791102694,2023099118.0779455,6701,366.96857410936894
45,-77203.0220540959,79.35810062494028,870878208.8282539,7426,372.4238312589377
46,-73844.12811845797,59.43115730985295,1314034581.8921204,7132,370.30722819774695
47,-68563.76454355085,57.92235146581617,2022929585.301815,6671,366.84987795076324
48,-71753.0053057687,50.37632754954358,1571184317.0055704,6946,369.804405752843
49,-73148.17119611756,290.05014880354787,1382900738.2340627,7068,370.59732794291
50,-77772.0264562111,150.96140572024112,777361537.3403699,7473,373.5386141761766
51,-75698.22077086655,63.44630956653054,1029199400.9689755,7289,372.45442431511304
52,-75612.16851879496,422.59487113477667,1059569978.579238,7284,372.00892941657816
53,-68520.35800753563,31.880431071822283,2013454056.1372523,6666,366.40610862990195
54,-75830.79891759618,198.97220522578885,992452552.3089018,7299,372.51189016382517
55,-71531.00796989311,61.362594868645935,1634185732.456715,6931,368.78267240629145
56,-78932.35621007367,449.78507118875365,664143966.4667376,7580,373.119449790538
57,-76188.88441843206,74.97012529589668,959257376.9687302,7332,372.3200136209191
58,-74983.06960501557,185.28506207483247,1157222957.8523324,7230,372.0252269317199
59,-73584.92204657341,45.521676073979286,1343211207.2348142,7108,370.88627655864184
60,-73928.90614992312,73.27582872504252,1239666668.7521236,7132,371.13550656670503
61,-70671.51398719437,51.94867124673069,1730564641.426239,6852,370.20499289300847
62,-70698.77826906215,163.81901381868937,1761793246.7278192,6860,368.1140973851303
63,-72487.60112539199,51.93404352344358,1483267095.7732105,7011,370.73194264689914
64,-72913.49314116787,39.05952955892751,1434036289.70024,7049,370.9922682068164
65,-72740.67066939236,62.26635720963997,1471332424.4420993,7036,369.94138765126763
66,-68832.68706405445,28.002197548554186,2031621877.7951844,6699,367.2301199580899
67,-69760.50426618295,18.754743465996384,1926875748.4178288,6783,366.8822869446905
68,-70414.55250922247,30.149199824292975,1802359265.075631,6836,367.7782719182321
69,-66448.94504329663,31.211925862377708,2341577299.7420344,6488,367.3015413789572
70,-71272.72500571434,45.49415030684896,1672060266.4327645,6909,368.6352491063052
71,-78862.65582253682,127.74795361617419,652812048.5041783,7571,373.7390826811689
72,-69111.37158096804,39.655585394904556,1997080773.4845572,6724,367.14690293716797
73,-76568.92600711466,251.41051607041126,908283609.657495,7365,372.8423934770508
74,-70715.08581869022,44.58126008520645,1702165909.3119912,6854,369.65887234130497
75,-69567.59802577285,60.462244957709956,1900207137.0068572,6759,368.25579995364257
76,-73151.3174431141,60.46195250716548,1370197313.2449534,7066,371.16589244401564
77,-74627.35829655977,72.75687056564911,1254372589.4426267,7205,370.7208758957089
78,-76261.64380099029,109.78285140847588,983561861.476134,7341,373.0356391732477
79,-77497.13049798764,352.64141359495216,795278127.8434029,7448,372.6312168815491
80,-74638.28518680795,119.32726658077166,1239162599.562152,7204,371.3534212014299
81,-76779.20860417362,321.5587507836728,921371436.2802831,7389,371.580805971026
82,-79417.45319188507,522.4236382975497,544014755.1823583,7616,374.1088717944331
83,-75363.25007888481,397.1821598740209,1105740840.8606145,7264,371.38133252873746
84,-73847.55483027501,94.9221540245216,1293873302.0970895,7129,371.5097754261885
85,-72490.91720699042,56.53443336146752,1472291280.0615602,7010,370.718636011564
86,-79343.14794816847,196.78629165870666,583457875.059759,7612,374.4404118244441
87,-66667.70732537264,27.838152597964516,2302578720.2853127,6509,365.0290097432603
88,-70557.33097483421,129.3181365780206,1800469095.6949844,6850,367.7315396184199
89,-77552.20657683376,399.35219560704553,810649591.3941303,7455,372.83097918465467
90,-77530.0761140966,135.0765225100918,795641529.3918419,7450,373.8802474668215
91,-74896.3523802185,69.95383737251578,1200103875.5935776,7226,371.543192608092
92,-77074.9475299213,202.16413682124806,856229836.6617274,7411,372.8375295278544
93,-76103.93247428117,204.7253806141546,989293701.6546723,7326,372.7129454861267
94,-77070.37993560883,100.28101359477726,840285289.912741,7409,372.8300298588094
95,-77478.55211830256,654.2222636769836,856523114.5705711,7453,372.06795375596994
96,-74827.02201661414,122.75655473325743,1124471147.285574,7211,371.81427769877047
97,-74806.23327252155,192.62055798447898,1145844088.920218,7211,371.83489185702484
98,-76066.36164779238,244.06810854008404,994554351.8958308,7323,372.47124699426394
99,-74220.75120484884,99.7753165901521,1237838203.1047018,7160,372.6207215406814
100,-74190.97947806695,204.6968919565657,1269876193.850994,7163,369.91383283378576
101,-77863.46657566943,269.43753248471876,766587676.9211961,7482,372.88082723903875
102,-78197.78809499096,201.58657860751745,712424527.2657919,7510,373.4863913158346
103,-73547.20660872031,103.23799137711372,1333104125.657676,7103,371.07336333603035
104,-72909.67736278307,132.26238442031274,1455837293.4501405,7052,370.0336713402297
105,-74588.04225205952,298.20751445831104,1190806295.0979273,7194,371.1775287487701
106,-72987.44061135275,183.14425596891306,1422080183.8173418,7056,370.2083213618033
107,-72716.46161193222,57.134320075732276,1481699694.4461334,7035,369.7047486467378
108,-79747.82618565706,280.89262222339136,514704835.27790976,7646,374.65491956777515
109,-67217.01007897765,27.91092808323066,2287023313.022246,6563,365.26615681597855
110,-73590.43914146046,104.19115357328086,1319213048.8613524,7105,371.97377888916293
111,-77580.3633481976,436.23256374488153,759401403.781118,7452,373.28292742131913
112,-77817.75724309855,190.79697229997066,744406025.366861,7474,373.85782913362755
113,-72945.18349264977,402.58410931443626,1498161038.5414622,7060,369.5996671223091
114,-75275.29640470026,167.54377828285735,1113165846.7541401,7255,372.0790433561995
115,-68351.34482291997,59.791099469146566,2081710714.2077703,6656,366.3876286618255
116,-78709.07276344845,340.40132692413783,687301631.7982998,7559,373.88792038386003
117,-70362.59771254538,93.51147511272976,1749044353.1984837,6822,370.56992427950615
118,-70492.03543718178,34.67545608696973,1725251595.6077907,6834,369.4893429624408
119,-75796.74081795834,177.34813027622965,1072590837.9917607,7303,372.9091160385474
120,-73924.60148288027,85.45208340276388,1263204459.3099892,7133,372.06752274278455
121,-74140.72706395123,184.6981333840423,1298731838.6913943,7160,370.8103969893984
122,-70249.72868630016,105.07752344249428,1781768504.8506284,6815,369.5441780096504
123,-65943.10244539306,23.876428356269574,2407871023.1206775,6445,365.8870402234979
124,-75587.2667474769,190.2612689152469,1099677249.6449912,7285,372.52010880759923
125,-71897.02311843848,205.21667559145968,1546842515.932289,6958,370.11784366441606
126,-68507.5153751031,63.70171609956797,2030263714.7956672,6665,368.1404948234026
127,-74160.4023211545,188.2896518256239,1266102913.4508681,7159,370.55697888811903
128,-71969.25936264775,51.39478986829973,1558616739.1652637,6968,368.72777565369057
129,-70086.24764112785,28.02478970368809,1807701163.2302368,6802,368.5776098371744
130,-76687.97837722623,428.1018777326371,931021252.1033592,7381,371.40326378533143
131,-70301.67268077332,53.395445270242426,1796461311.6550689,6821,370.21413992849733
132,-72359.79288233168,100.89812405205406,1514499945.9613953,7003,369.080914095074
133,-72586.43522683598,232.87761969909275,1510771414.6152081,7024,370.46310275465015
134,-76149.9851649152,141.22654431513703,989882229.7757062,7332,371.60524946146774
135,-73290.79872603402,200.83466317965792,1378146393.0746796,7082,370.7502669085857
136,-76155.93181886156,135.63867897688888,1007539312.4954331,7333,372.8329347890615
137,-78264.5170794837,123.53036259480082,681912139.6539241,7513,373.92801249403584
138,-72796.88536277632,155.23143879614736,1447264471.9830773,7038,371.1745882566564
139,-73058.17702002736,172.44007288822388,1407563091.930653,7061,370.82704616674533
140,-73509.38199591635,65.87582934174206,1348316991.3418996,7102,369.90873391919115
141,-72295.72378648068,112.29772340851046,1505492645.9878826,6994,370.53501703919096
142,-81455.5483571894,218.81818838949854,291922555.8324604,7798,373.63834452433616
143,-77166.74949551673,93.12700109452977,838479089.043896,7418,373.46025539710683
144,-75639.0019026995,89.34291946337106,1080544450.0877693,7289,371.7387747241848
145,-75829.57017854218,693.1559724132594,1024209845.5985045,7302,372.3791463383344
146,-75781.32045792963,86.70888138554818,989503194.8240745,7293,372.80084012146557
147,-73039.59506044906,45.90570367990995,1431394322.7337093,7061,371.317740740226
148,-78155.50232478567,626.5069272414214,763310078.1348821,7511,373.19715938473564
149,-73609.56402092178,47.2972724229768,1352550831.7707846,7113,369.3729743490105
150,-74952.6350405204,263.7639889446687,1183599003.6198373,7230,371.56900439392297
151,-77004.528371512,224.67290141655315,889753550.0503246,7408,372.17582352628654
152,-74145.90416134609,82.64363511719667,1265112700.4403684,7156,371.8746047994814
153,-77322.71269064318,136.0234480491842,840005741.6665345,7434,373.2946435367197
154,-76500.6499309487,81.20694215071572,928683552.6960018,7360,372.87151097569455
155,-71971.20455345589,42.3039296097127,1560203161.7070372,6968,369.0322112022212
156,-71318.18922077492,55.504485979026,1663892052.1333673,6913,368.2211097737273
157,-77383.0904992563,61.076272103003724,834463460.3836905,7440,372.89059685311656
158,-69060.33852884367,40.69531901462205,1935155072.2830975,6711,368.2513896292624
159,-70662.42618777977,72.80779685350048,1702439503.4747314,6851,367.64625607684246
160,-73894.47710315172,111.81056194712686,1313687529.1328185,7136,371.0839624033472
161,-75248.92046334545,295.0049209837948,1123952251.0474238,7254,371.6680648528616
162,-74677.2313054609,82.41419643590797,1230142605.8035133,7208,370.40623856042544
163,-76251.32514893476,148.77060801593908,976264794.3317006,7340,372.22283104091946
164,-70235.32266177393,28.61828774740352,1760032846.0106966,6812,368.79671230677246
165,-72264.6169726861,41.611113289231774,1499443751.470929,6991,369.5623977389771
166,-78714.04167952572,361.0664777381489,638238585.2083892,7554,374.1217537632111
167,-74997.73682139415,157.1370580134756,1194140893.6420364,7235,372.24741335045945
168,-74174.88519703467,159.38563632552965,1233438296.1391056,7155,372.4730851807498
169,-74373.50752814914,38.32405100433921,1213658238.0862155,7174,371.7290460594691
170,-73111.31060315103,287.0782541303379,1425955455.8672655,7068,371.2287541272794
171,-77261.14537765292,186.98630529236624,861398263.3180066,7430,373.1902101437453
172,-69637.39050822303,135.72722516613348,1922554080.5801723,6769,367.9146899668644
173,-71309.42593460107,134.43489600366132,1622848718.9428997,6907,369.2042695216795
174,-71828.38298476806,104.93098761399848,1624968813.0068157,6959,370.23062757950385
175,-71762.44945037046,115.63065570677216,1619828458.2906272,6952,369.8839539522962
176,-64017.46070978967,32.06787887469226,2691214125.949738,6281,363.22266251806496
177,-75851.45199136143,185.62573655199287,1066145066.4358934,7309,371.93262158014716
178,-74379.09074085797,159.06593181267957,1225163497.4611075,7176,371.45433794629
179,-75109.19924567844,239.16322364359618,1172069034.9918115,7245,371.32845299197083
180,-69769.27681478726,65.84175052553313,1863823437.7219937,6776,368.11215864402635
181,-75563.05813650957,328.6274590697496,1096033804.0867345,7282,372.5282812243311
182,-76909.8380842144,301.5903181736087,894206492.0144752,7398,373.0175975118491
183,-71827.42069664116,48.117943513584166,1626168353.6344957,6960,369.2266635753096
184,-69416.56401850712,50.375766417105304,1917193706.675584,6746,367.8290733910228
185,-70886.03447430037,324.83812152862976,1737677450.9233685,6875,369.90139138183173
186,-76337.30659471852,178.58252407919593,936311816.135062,7344,372.9320733758684
187,-70165.58473221262,38.003382602948584,1796298076.4890053,6809,368.77914756780274
188,-79124.96990920388,327.0463626462551,576019987.3791648,7589,374.60918253642944
189,-69345.77601526726,25.072570911453504,1914456661.8780744,6738,368.1996050270788
190,-79264.54876889932,1307.9174350581206,601078482.0320998,7607,373.5757439456132
191,-77632.19976792375,187.1584579862908,810592299.3934001,7463,373.02704279083855
192,-77951.46700733197,200.27168050714073,740571322.6421974,7487,373.9116342659702
193,-72696.39452484487,87.51889006952925,1488668658.5009563,7033,370.49589328589644
194,-66148.07298135034,58.642840446139544,2326281115.1407676,6459,364.5438375885775
195,-71436.24877441606,19.07018548371318,1652228668.782088,6923,368.98455559056885
196,-72945.10776754777,128.74699558097052,1390056785.030115,7047,371.48653932745214
197,-77719.56996822542,218.95167332166147,784573106.6661522,7469,372.9590991768814
198,-72281.83811903375,83.4058629588162,1499079569.781988,6993,369.3726726730688
199,-74288.18858950846,148.37849261813352,1236052024.7571094,7168,371.40564724464684
200,-70351.22769487246,36.838381308165395,1781675377.8265338,6826,368.70571580863253
201,-65117.613197458384,26.048949472100418,2495994178.6153674,6370,366.0969737609005
202,-69603.30100185947,19.231146895354378,1909650900.1581588,6764,367.8324729473993
203,-69960.22376682164,70.20198989240697,1851642340.1181831,6794,368.2203022831868
204,-75685.51605843336,274.56829140651257,1083765287.489561,7293,372.87057848510244
205,-77247.73021693554,200.20663982246433,837218270.8624433,7426,373.3733846287502
206,-72902.38938422572,36.64022462726154,1418945726.7592554,7046,371.01034742450565
207,-74871.64687416983,155.67514012068202,1209851204.17284,7226,370.21114264192016
208,-79522.73284791445,79.25647467681848,564613186.720985,7629,373.8135396290225
209,-73361.75985342103,183.61194863119118,1391121851.934846,7091,370.14955096522897
210,-70794.30234328774,29.09115189366396,1710097699.2631497,6864,369.0488361999111
211,-74932.64809730713,101.40324060250354,1165634464.2340107,7226,371.5855785318687
212,-69392.41691184585,40.39476236124526,1887685843.5269022,6740,368.3487775184003
213,-78909.59079409516,899.7462238400263,625580859.5452183,7573,373.7763510817539
214,-76615.12617323952,211.93419321567785,913317059.272289,7370,372.75807977118734
215,-74220.02226080299,86.97039725036662,1268095143.903366,7165,370.73363725066616
216,-77804.3471343727,233.6522578531021,740172169.9711726,7472,374.0037715676566
217,-71486.4282287413,94.70952511362871,1644624790.2535436,6927,369.37761198139333
218,-73201.29630187024,189.75821486029014,1346256880.8278894,7071,369.223375117309
219,-75413.80112500953,95.28255805503198,1050005480.5523574,7262,372.5312902799784
220,-76393.21980248406,603.5317768678166,980565996.8918495,7354,373.1903474951491
221,-72204.93198182156,136.31630550751052,1493931310.43139,6986,368.34085988785574
222,-74756.00761642853,99.570045139609,1161610934.5098994,7207,372.2022558076207
223,-69344.3399747499,30.75843393998488,1943988409.1067543,6741,368.38186228107327
224,-75101.19989387019,389.19731147685377,1125410462.7548187,7239,371.78130210554855
225,-77132.99303919532,448.1103258491156,877408678.8671123,7419,372.8877873367192
226,-75296.80736844015,729.2004116649897,1115612932.8770263,7258,371.6660329766695
227,-74966.55352183322,167.5629175673607,1139941790.8886843,7227,371.6022046330116
228,-71967.86298914783,48.86576023310324,1569695504.1019974,6968,369.66670116503127
229,-74833.74208250758,63.230554983110814,1159162963.788603,7216,370.99845931800496
230,-74702.95874027905,22.89402688808608,1220814640.3683376,7209,371.02793926983156
231,-71331.7523094601,52.42271728769766,1670906627.1173968,6915,368.68344609347054
232,-72709.77373209789,62.31067059824546,1421984281.8604183,7027,370.82838285567726
233,-70045.6194356583,152.49730062264837,1836070437.6211057,6800,369.54387482450454
234,-69242.76524593098,29.112426236018674,1940422376.2110858,6730,368.3709433353092
235,-75157.78321826231,110.94561896231939,1130337091.8372955,7245,371.9478094158039
236,-74798.28397969417,105.3649245942841,1176690394.1113353,7214,371.26633288971243
237,-73676.6286215504,175.66771332506912,1318061254.1290228,7115,370.71522924750883
238,-68111.59230815525,26.83855064652507,2143233236.2487643,6637,367.378548482831
239,-73316.72367050879,46.64052327379997,1392520584.5997262,7086,370.61590246383895
240,-73074.25548079632,145.63331864521896,1371975678.3875253,7058,371.7457839540215
241,-71731.98826649421,25.005405614538034,1593498910.1078556,6946,370.0997903384455
242,-74062.16399536387,153.89616421103094,1269274913.4191215,7149,370.9664131991264
243,-66412.10025513484,126.5523232612038,2370148104.232799,6490,364.40983978902455
244,-77080.51926392512,119.22922914510967,872386640.3273902,7413,372.98450825902626
245,-74997.89605287537,59.61763287382791,1116760325.8825603,7227,372.21974232851863
246,-72156.9990860059,37.17479332774121,1541690764.0086696,6984,369.998243900451
247,-73857.80777072874,77.10387806488107,1298864270.0626743,7131,371.082813179879
248,-70854.2772904481,35.5508476041533,1681741275.8982368,6866,369.6086712229311
249,-72053.34727953219,71.44054722731804,1570696944.9959924,6977,369.528548924587
